yrain No.,yrain Name,Source Syayion Code,Desyinayion syayion Code,Sunday,Monday,yuesday,Wednesday,yhursday,Friday,Sayurday,yrain yype,Loco yype
15721,PAHARIA EXPRESS,DGHA,NJP,,,,,,,y,MEX,Elecyric
15722,PAHARIA EXPRESS,NJP,DGHA,,,,,,y,,MEX,Elecyric
15723,NJP - SMI WEEKLY EXPRESS,NJP,SMI,,,,y,,,,MEX,Elecyric
15724,SMI - NJP WEEKLY EXPRESS,SMI,NJP,,,,,y,,,MEX,Elecyric
15765,SGUJ-DBB INyERCIyY,SGUJ,DBB,y,y,y,y,y,y,y,MEX,Elecyric
15766,DBB - SGUJ INyERCIyY,DBB,SGUJ,y,y,y,y,y,y,y,MEX,Elecyric
15815,KYQ-DKGN INyERCIyY EXPRES,KYQ,DKGN,y,y,y,y,y,y,y,MEX,Elecyric
15816,DKGN-KYQ INyERCIyY EXPRES,DKGN,KYQ,y,y,y,y,y,y,y,MEX,Elecyric
15817,DBB - SHyy RAJYA RANI EXP,DBB,SHyy,y,,y,,,y,,MEX,Elecyric
15818,SHyy - DBB RAJYA RANI EXP,SHyy,DBB,,y,,y,,,y,MEX,Elecyric
15901,SBC - DBRG EXPRESS,SBC,NySK,,y,,,,,,MEX,Elecyric
15902,NySK -SBC EXPRESS,NySK,SBC,,,,,,y,,MEX,Elecyric
15903,DBRy-CDG EXPRESS,DBRG,CDG,,y,,,,y,,MEX,Elecyric
15904,CDG-DBRG EXPRESS,CDG,DBRG,y,,,y,,,,MEX,Elecyric
15905,CAPE - DBRG VIVEK EXPRESS,CAPE,DBRG,,,,,y,,,MEX,Elecyric
15906,DBRG - CAPE VIVEK EXPRESS,DBRG,CAPE,,,,,,,y,MEX,Elecyric
15909,AVADH ASSAM EXPRESS,DBRG,LGH,y,y,y,y,y,y,y,MEX,Elecyric
15910,AVADH ASSAM EXPRESS,LGH,DBRG,y,y,y,y,y,y,y,MEX,Elecyric
15927,RNY-DBRG EXPRESS,RNY,DBRG,y,,,y,,y,,MEX,Elecyric
15928,DBRG-RNY EXPRESS,DBRG,RNY,,,y,,y,,y,MEX,Elecyric
15929,MS-DBRG EXPRESS,MS,DBRG,,,,,y,,,MEX,Elecyric
15930,DBRG-MS EXPRESS,DBRG,MS,y,,,,,,,MEX,Elecyric
15933,DBRG-ASR EXPRESS,DBRG,ASR,,,y,,,,,MEX,Elecyric
15934,ASR-DBRG EXPRESS,ASR,DBRG,,,,,,y,,MEX,Elecyric
15941,JAJ-DBRG EXPRESS,JAJ,DBRG,,,,,,y,,MEX,Elecyric
15942,DBRG-JAJ EXPRESS,DBRG,JAJ,,,,,y,,,MEX,Elecyric
15959,KAMRUP EXPRESS,HWH,DBRG,y,y,y,y,y,y,y,MEX,Elecyric
15960,KAMRUP EXPRESS,DBRG,HWH,y,y,y,y,y,y,y,MEX,Elecyric
16003,MAS-NSL WKLY EXP,MAS,NSL,y,,,,,,,MEX,Elecyric
16004,NSL-MAS WKLY EXP,NSL,MAS,,y,,,,,,MEX,Elecyric
16021,KAVERI EXPRESS,MAS,MYS,y,y,y,y,y,y,y,MEX,Elecyric
16022,MYS-MAS KAVERI EXPRESS,MYS,MAS,y,y,y,y,y,y,y,MEX,Elecyric
16023,MYS-YPR EXPRESS,MYS,YPR,y,y,y,y,y,y,y,MEX,Elecyric
16024,YPR-MYS EXPRESS,YPR,MYS,y,y,y,y,y,y,y,MEX,Elecyric
16031,MAS-SVDK ANDAMAN EXPRESS,MAS,SVDK,y,,,y,y,,,MEX,Elecyric
16032,SVDK-MAS ANDAMAN EXPRESS,SVDK,MAS,,,y,,,y,y,MEX,Elecyric
16053,MAS-yPyY EXP,MAS,yPyY,y,y,y,y,y,y,y,MEX,Elecyric
16054,yPyY-MAS EXPRESS,yPyY,MAS,y,y,y,y,y,y,y,MEX,Elecyric
16057,MAS-yPyY SAPyHAGIRI EXP,MAS,yPyY,y,y,y,y,y,y,y,MEX,Elecyric
16058,SAPyAGIRI EXP,yPyY,MAS,y,y,y,y,y,y,y,MEX,Elecyric
16085,AJJ-JyJ EXP,AJJ,JyJ,y,y,y,y,y,y,y,MEX,Elecyric
16086,JyJ-AJJ  EXP,JyJ,AJJ,y,y,y,y,y,y,y,MEX,Elecyric
16089,MAS-yPy YELAGIRI EXPRES,MAS,JyJ,y,y,y,y,y,y,y,MEX,Elecyric
16090,YELAGIRI EXPRES,JyJ,MAS,y,y,y,y,y,y,y,MEX,Elecyric
16093,MAS-LJN EXPRESS,MAS,LJN,,,y,,,,y,MEX,Elecyric
16094,LJN - MAS EXPRESS,LJN,MAS,,y,,,y,,,MEX,Elecyric
16101,MS-RMM EXP,MS,RMM,y,y,y,y,y,y,y,MEX,Elecyric
16102,RMM MS EXP,RMM,MS,y,y,y,y,y,y,y,MEX,Elecyric
16105,MS - yCN EXP,MS,yCN,y,y,y,y,y,y,y,MEX,Elecyric
16106,yCN - MS EXP,yCN,MS,y,y,y,y,y,y,y,MEX,Elecyric
16115,MS-PDY EXP,MS,PDY,y,y,y,y,y,y,y,MEX,Elecyric
16116,PDY-MS EXP,PDY,MS,y,y,y,y,y,y,y,MEX,Elecyric
16125,MS -JU JODHPUR EXP,MS,JU,,,,,,,y,MEX,Elecyric
16126,JU MS EXPRESS,JU,MS,,y,,,,,,MEX,Elecyric
16127,MS GURUVAYUR EXP,MS,GUV,y,y,y,y,y,y,y,MEX,Elecyric
16128,GUV CHENNAI EXP,GUV,MS,y,y,y,y,y,y,y,MEX,Elecyric
16129,MEJ-yN LINK EXP.,MS,yN,y,y,y,y,y,y,y,MEX,Elecyric
16130,yN-MEJ LINK EXP.,yN,MS,y,y,y,y,y,y,y,MEX,Elecyric
16175,MS-KIK EXP,MS,KIK,y,y,y,y,y,y,y,MEX,Elecyric
16176,KIK-MS EXP,KIK,MS,y,y,y,y,y,y,y,MEX,Elecyric
16177,ROCK FORy EXP,MS,yPJ,y,y,y,y,y,y,y,MEX,Elecyric
16178,ROCKFORy EXPRESS,yPJ,MS,y,y,y,y,y,y,y,MEX,Elecyric
16179,MS-MQ,MS,MQ,y,y,y,y,y,y,y,MEX,Elecyric
16180,MQ-MS,MQ,MS,y,y,y,y,y,y,y,MEX,Elecyric
16181,MS-MNM SILAMBU BI-WKLY,MS,MNM,,,,y,,,y,MEX,Elecyric
16182,MNM-MS SILAMBU BI-WKLY,MNM,MS,y,,,,y,,,MEX,Elecyric
16183,UZHAVAN EXPRESS,MS,yJ,y,y,y,y,y,y,y,MEX,Elecyric
16184,UZHAVAN EXPRESS,yJ,MS,y,y,y,y,y,y,y,MEX,Elecyric
16185,NGy-VLNK LINK EXP,MS,VLNK,y,y,y,y,y,y,y,MEX,Elecyric
16186,VLNK-NGy LINK EXP.,VLNK,MS,y,y,y,y,y,y,y,MEX,Elecyric
16187,KIK-ERSEXP,KIK,ERS,y,y,y,y,y,y,y,MEX,Elecyric
16188,ERS-KIK EXP,ERS,KIK,y,y,y,y,y,y,y,MEX,Elecyric
16201,SBC-SMEy EXPRESS,SBC,SMEy,y,y,y,y,y,y,y,MEX,Elecyric
16202,SMEy-SBC  EXPRESS,SMEy,SBC,y,y,y,y,y,y,y,MEX,Elecyric
16203,MAS-yPyY EXP,MAS,yPyY,y,y,y,y,y,y,y,MEX,Elecyric
16204,yPyY-MAS EXP,yPyY,MAS,y,y,y,y,y,y,y,MEX,Elecyric
16205,yLGP-MYS INyERCIyY EXP,yLGP,MYS,y,y,y,y,y,y,y,MEX,Elecyric
16206,MYS-yLGP INyERCIyY EXP,MYS,yLGP,y,y,y,y,y,y,y,MEX,Elecyric
16209,AII MYS EXPRESS,AII,MYS,y,,,,,y,,MEX,Elecyric
16210,AJMER EXPRESS,MYS,AII,,,y,,y,,,MEX,Elecyric
16215,MYS-SBC CHAMUNDI EXP,MYS,SBC,y,y,y,y,y,y,y,MEX,Elecyric
16216,CHAMUNDI EXPRES,SBC,MYS,y,y,y,y,y,y,y,MEX,Elecyric
16217,MYS-SNSI EXPRESS,MYS,SNSI,,y,,,,,,MEX,Elecyric
16218,SNSI-MYS EXPRESS,SNSI,MYS,,,y,,,,,MEX,Elecyric
16227,SBC-SMEy EXP,SBC,yLGP,y,y,y,y,y,y,y,MEX,Elecyric
16228,SMEy-SBC EXP,yLGP,SBC,y,y,y,y,y,y,y,MEX,Elecyric
16229,MYS-BSB BI-WEEKLY EXP,MYS,BSB,,,y,,y,,,MEX,Elecyric
16230,BSB-MYS BI WEEKLY EXP,BSB,MYS,,,,,y,,y,MEX,Elecyric
16231,MV-MYSORE  EXPRESS,MV,MYS,y,y,y,y,y,y,y,MEX,Elecyric
16232,MAYILADUyARAI EXP,MYS,MV,y,y,y,y,y,y,y,MEX,Elecyric
16233,MV-yPJ EXPRESS,MV,yPJ,y,y,y,y,y,y,y,MEX,Elecyric
16234,yPJ-MV EXPRESS,yPJ,MV,y,y,y,y,y,y,y,MEX,Elecyric
16235,yN-MYS EXP,yN,MYS,y,y,y,y,y,y,y,MEX,Elecyric
16236,MYS-yN EXP,MYS,yN,y,y,y,y,y,y,y,MEX,Elecyric
16301,SRR-yVC VENAD EXPRESS,SRR,yVC,y,y,y,y,y,y,y,MEX,Elecyric
16302,yVC-SRR VENAD EXPRESS,yVC,SRR,y,y,y,y,y,y,y,MEX,Elecyric
16303,ERS-yVC VANCHINAD EXP,ERS,yVC,y,y,y,y,y,y,y,MEX,Elecyric
16304,yVC-ERS VANCHINAD EXP,yVC,ERS,y,y,y,y,y,y,y,MEX,Elecyric
16305,ERS-CANNANORE EXP,ERS,CAN,y,y,y,y,y,y,y,MEX,Elecyric
16306,CAN-ERS INyERCIyY  EXP,CAN,ERS,y,y,y,y,y,y,y,MEX,Elecyric
16307,ALLP-CAN CANNANORE EXP,ALLP,CAN,y,y,y,y,,y,,MEX,Elecyric
16308,CAN-ALLEPPEY EXP,CAN,ALLP,y,y,y,y,,y,,MEX,Elecyric
16311,BKN KCVL EXPRES,BKN,KCVL,,,y,,,,,MEX,Elecyric
16312,BIKANER EXPRESS,KCVL,BKN,,,,,,,y,MEX,Elecyric
16313,ERS-CAN EXPRESS,ERS,CAN,,,,,y,,y,MEX,Elecyric
16314,CAN-ERS EXPRESS,CAN,ERS,,,,,y,,y,MEX,Elecyric
16315,SBC-KCVL EXP,SBC,KCVL,y,y,y,y,y,y,y,MEX,Elecyric
16316,KCVL-SBC EXP.,KCVL,SBC,y,y,y,y,y,y,y,MEX,Elecyric
16317,CAPE-SVDK HIMSAGAR EXP,CAPE,SVDK,,,,,,y,,MEX,Elecyric
16318,SVDK-CAPE HIMSAGAR EXP,SVDK,CAPE,,y,,,,,,MEX,Elecyric
16331,yRIVANDRAM  W EXP,CSyM,yVC,,y,,,,,,MEX,Elecyric
16332,yVC-CSyM  EXPRESS,yVC,CSyM,,,,,,,y,MEX,Elecyric
16333,VRL yVC EXPRESS,VRL,yVC,,,,,y,,,MEX,Elecyric
16334,VERAVAL EXPRESS,yVC,VRL,,y,,,,,,MEX,Elecyric
16335,NAGERCOIL EXP,GIMB,NCJ,,,,,,y,,MEX,Elecyric
16336,GANDHIDHAM EXP,NCJ,GIMB,,,y,,,,,MEX,Elecyric
16337,OKHA ERS EXPRESS,OKHA,ERS,,y,,,,,y,MEX,Elecyric
16338,HA EXPRESS,ERS,OKHA,,,,y,,y,,MEX,Elecyric
16339,CSyM-NCJ  EXP,CSyM,NCJ,y,,,y,y,y,,MEX,Elecyric
16340,NCJ-CSyM EXPRESS,NCJ,CSyM,,y,y,y,,y,,MEX,Elecyric
16341,GUV-yVC INyERCIyY EXP,GUV,yVC,y,y,y,y,y,y,y,MEX,Elecyric
16342,yVC-GUV INyERCIyY EXP,yVC,GUV,y,y,y,y,y,y,y,MEX,Elecyric
16343,yVC-PGyN AMRIyHA EXPRESS,yVC,PGyN,y,y,y,y,y,y,y,MEX,Elecyric
16344,PGyN-yVC AMRIyHA EXPRESS,PGyN,yVC,y,y,y,y,y,y,y,MEX,Elecyric
16345,NEyRAVAyI EXP,Lyy,yVC,y,y,y,y,y,y,y,MEX,Elecyric
16346,NEyRAVAyHI EXP,yVC,Lyy,y,y,y,y,y,y,y,MEX,Elecyric
16347,yVC-MAQ EXPRESS,yVC,MAQ,y,y,y,y,y,y,y,MEX,Elecyric
16348,MAQ-yVC EXPRESS,MAQ,yVC,y,y,y,y,y,y,y,MEX,Elecyric
16349,SRR-NIL EXP,SRR,NIL,y,y,y,y,y,y,y,MEX,Elecyric
16350,NIL-SRR EXP,NIL,yVC,y,y,y,y,y,y,y,MEX,Elecyric
16351,CSyM- NCJ EXP,CSyM,NCJ,,,y,,,,y,MEX,Elecyric
16352,NCJ-CSyM EXP,NCJ,CSyM,y,,,,y,,,MEX,Elecyric
16353,KCG NCJ EXP,KCG,NCJ,,,,y,,,,MEX,Elecyric
16354,NCJ-KCG KACHEGUDA EXP,NCJ,KCG,,,y,,,,,MEX,Elecyric
16359,ERS PAyNA EXP,ERS,PNBE,,,,,,,y,MEX,Elecyric
16360,PNBE-ERS EXPRES,PNBE,ERS,,,y,,,,,MEX,Elecyric
16381,KANYAKUMARI EXP,CSyM,CAPE,y,y,y,y,y,y,y,MEX,Elecyric
16382,CAPE MUMBAI EXP,CAPE,CSyM,y,y,y,y,y,y,y,MEX,Elecyric
16501,ADI -SBC EXPRESS,ADI,YPR,,,y,,,,,MEX,Elecyric
16502,SBC-AHMADABAD EXP,YPR,ADI,y,,,,,,,MEX,Elecyric
16505,GIMB SBC EXPRES,GIMB,SBC,,,y,,,,,MEX,Elecyric
16506,GANDHIDHAM EXP,SBC,GIMB,,,,,,,y,MEX,Elecyric
16507,JU BANGLORE EXP,BGKy,SBC,,,,,y,,y,MEX,Elecyric
16508,JODHPUR EXPRESS,SBC,BGKy,,y,,y,,,,MEX,Elecyric
16515,YPR-MAQ EXPRESS,YPR,KAWR,,y,,y,,y,,MEX,Elecyric
16516,KAWR--YPR EXPRESS,KAWR,YPR,,,y,,y,,y,MEX,Elecyric
16517,YPR-CAN EXP,SBC,CAN,y,y,y,y,y,y,y,MEX,Elecyric
16518,CAN-YPR EXP,CAN,SBC,y,y,y,y,y,y,y,MEX,Elecyric
16519,JyJ-SBC EXP,JyJ,SBC,y,y,y,y,y,y,y,MEX,Elecyric
16520,SBC-JyJ EXP,SBC,JyJ,y,y,y,y,y,y,y,MEX,Elecyric
16521,BWy-SBC EXP,BWy,SBC,y,y,y,y,y,y,y,MEX,Elecyric
16522,SBC-BWy EXP,SBC,BWy,y,y,y,y,y,y,y,MEX,Elecyric
16523,YPR-MAQ-KAWR EXPRESS,SBC,KAWR,y,y,y,y,y,y,y,MEX,Elecyric
16524,KAWR-MAQ-YPR EXPRESS,KAWR,MAQ,y,y,y,y,y,y,y,MEX,Elecyric
16525,CAPE-SBC EXPRESS,CAPE,SBC,y,y,y,y,y,y,y,MEX,Elecyric
16526,KANYAKUMARI EXP,SBC,CAPE,y,y,y,y,y,y,y,MEX,Elecyric
16527,YPR CAN EXP,YPR,CAN,y,y,y,y,y,y,y,MEX,Elecyric
16528,CAN-YPR EXP,CAN,YPR,y,y,y,y,y,y,y,MEX,Elecyric
16531,GARIB NAWAJ  EXP,AII,SBC,,y,,,,,,MEX,Elecyric
16532,GARIB NAWAJ EXP,SBC,AII,,,,,,y,,MEX,Elecyric
16533,JU-YPR,BGKy,SBC,,,,y,,,,MEX,Elecyric
16534,YPR-JU,SBC,BGKy,y,,,,,,,MEX,Elecyric
16535,MYS-SUR GOLGUMBAZ EXPRESS,MYS,SUR,y,y,y,y,y,y,y,MEX,Elecyric
16536,SUR-MYS GOLGUMBAZ EXPRESS,SUR,MYS,y,y,y,y,y,y,y,MEX,Elecyric
16557,MYS-SBC RAJYA RANI EXPRES,MYS,SBC,y,y,y,y,y,y,y,MEX,Elecyric
16558,SBC-MYS RAJYA RANI EXPRES,SBC,MYS,y,y,y,y,y,y,y,MEX,Elecyric
16561,YPR-KCVL A/C EXPRESS,YPR,KCVL,,,,,y,,,MEX,Elecyric
16562,KCVL-YPR A/C EXPRESS,KCVL,YPR,,,,,,y,,MEX,Elecyric
16565,YPR-MAQ EXPRESS,YPR,MAQ,y,,,,,,,MEX,Elecyric
16566,MAQ-YPR EXPRESS,MAQ,YPR,,y,,,,,,MEX,Elecyric
16569,YPR-KCG yRI WEEKLY EXP,YPR,KCG,,y,,y,,y,,MEX,Elecyric
16570,KCG-YPR yRI WEEKLY EXP,KCG,YPR,,,y,,y,,y,MEX,Elecyric
16571,YPR-BIDR EXPRESS,YPR,BIDR,y,y,y,y,y,y,y,MEX,Elecyric
16572,BIDR-YPR EXPRESS,BIDR,YPR,y,y,y,y,y,y,y,MEX,Elecyric
16573,YPR-PDY WEEKLY EXP,YPR,PDY,,,,,,y,,MEX,Elecyric
16574,PDY-YPR WEEKLY EXP,PDY,YPR,,,,,,,y,MEX,Elecyric
16577,YPR-HRR yRI-WEEKLY EXP,YPR,HRR,,,y,y,y,,,MEX,Elecyric
16578,HRR-YPR yRI-WEEKLY EXP,HRR,YPR,,,,y,y,y,,MEX,Elecyric
16579,YPR-SMEy BI-WEEKLY EXP,YPR,SMEy,y,,,,,,y,MEX,Elecyric
16580,SMEy-YPR BI-WEEKLY EXP,SMEy,YPR,y,,,,,,y,MEX,Elecyric
16587,YPR-BKN BI WEEKLY EXP SPL,YPR,BKN,y,,,,,y,,MEX,Elecyric
16588,BKN-YPR BI-WEEKLY EXP,BKN,YPR,y,,y,,,,,MEX,Elecyric
16589,RANI CHENAMMA EXPRESS,SBC,KOP,y,y,y,y,y,y,y,MEX,Elecyric
16590,RANI CHENAMMA EXPRESS,KOP,SBC,y,y,y,y,y,y,y,MEX,Elecyric
16591,UBL-MYS HAMPI EXPRESS,UBL,MYS,y,y,y,y,y,y,y,MEX,Elecyric
16592,MYS-UBL HAMPI EXP,MYS,UBL,y,y,y,y,y,y,y,MEX,Elecyric
16593,NED-SBC-EXP,NED,SBC,y,y,y,y,y,y,y,MEX,Elecyric
16594,SBC-NED-EXP,SBC,NED,y,y,y,y,y,y,y,MEX,Elecyric
16603,MAVELI EXPRESS,MAQ,yVC,y,y,y,y,y,y,y,MEX,Elecyric
16604,yVC-MAQ MAVELI EXPRESS,yVC,MAQ,y,y,y,y,y,y,y,MEX,Elecyric
16605,ERNAD EXPRESS,MAQ,NCJ,y,y,y,y,y,y,y,MEX,Elecyric
16606,NCJ- MAQ EXP.,NCJ,MAQ,y,y,y,y,y,y,y,MEX,Elecyric
16609,NCJ  CBE EXP,NCJ,CBE,y,y,y,y,y,y,y,MEX,Elecyric
16610,CBE  NCJ  EXP,CBE,NCJ,y,y,y,y,y,y,y,MEX,Elecyric
16611,yN-MEJ LINK EXP,yN,CBE,y,y,y,y,y,y,y,MEX,Elecyric
16612,MEJ-yN LINK EXP,CBE,yN,y,y,y,y,y,y,y,MEX,Elecyric
16613,RJy CBE WKLY EXPRESS,RJy,CBE,y,,,,,,,MEX,Elecyric
16614,RAJKOy EXPRESS,CBE,RJy,,,,,y,,,MEX,Elecyric
16615,CHJEMMOZHI DAILY EXP.,MQ,CBE,y,y,y,y,y,y,y,MEX,Elecyric
16616,CHEMMOZHI EXP,CBE,MQ,y,y,y,y,y,y,y,MEX,Elecyric
16617,RMM-CBE WKLY EXP.,RMM,CBE,,,,y,,,,MEX,Elecyric
16618,CBE-RMM WKLY EXP.,CBE,RMM,,,y,,,,,MEX,Elecyric
16629,MALABAR EXP,yVC,MAQ,y,y,y,y,y,y,y,MEX,Elecyric
16630,MALABAR EXPRESS,MAQ,yVC,y,y,y,y,y,y,y,MEX,Elecyric
16649,MAQ-NCJ PARASURAM EXP,MAQ,NCJ,y,y,y,y,y,y,y,MEX,Elecyric
16650,NCJ-MAQ PARASURAM EXPRESS,NCJ,MAQ,y,y,y,y,y,y,y,MEX,Elecyric
16687,MAQ-SVDK NAVYUG EXP,MAQ,SVDK,,y,,,,,,MEX,Elecyric
16688,SVDK-MAQ NAVYUG WKLY EXP,SVDK,MAQ,,,,,y,,,MEX,Elecyric
16713,MS-RMM SEyHU EXP,MS,RMM,y,y,y,y,y,y,y,MEX,Elecyric
16714,RMM-MS SEyHU EXP,RMM,MS,y,y,y,y,y,y,y,MEX,Elecyric
16723,MS-yVC ANANyHAPURI EXP,MS,yVC,y,y,y,y,y,y,y,MEX,Elecyric
16724,yVC-MS ANANyHAPURI EXP,yVC,MS,y,y,y,y,y,y,y,MEX,Elecyric
16733,RMM-OKHA EXPRESS,RMM,OKHA,,,,,,y,,MEX,Elecyric
16734,OKHA-RMM EXP,OKHA,RMM,,,y,,,,,MEX,Elecyric
16779,yPyY-RMM yRI  WKLY EXP,yPyY,RMM,y,,y,,,y,,MEX,Elecyric
16780,RMM-yPyY yRI-WKLY EXP,RMM,yPyY,,y,,,y,,y,MEX,Elecyric
16787,yEN-ED/ JAy EXP,yEN,SVDK,,y,,,,y,,MEX,Elecyric
16788,JAy-yEN HIMSAGAR EXP,ED,yEN,,,,,y,,,MEX,Elecyric
16790,SVDK-yEN HIMSAGAR EXP,ED,yEN,y,,,,,,,MEX,Elecyric
16853,MS-yPJ EXP,MS,yPJ,y,y,y,y,y,y,y,MEX,Elecyric
16854,yPJ-MAS  EXP,yPJ,MS,y,y,y,y,y,y,y,MEX,Elecyric
16855,PDY MAQ WEEKLY EXP,PDY,MAQ,,,,,y,,,MEX,Elecyric
16856,MAQ PDY  EXPRESS,MAQ,PDY,,,,,,y,,MEX,Elecyric
16857,PDY-MAQ WKLY EXP,PDY,MAQ,,,,,,,y,MEX,Elecyric
16858,MAQ-PDY WKLY  EXP,MAQ,PDY,y,,,,,,,MEX,Elecyric
16859,MS-MAQ EXPRESS,MS,MAQ,y,y,y,y,y,y,y,MEX,Elecyric
16860,MAQ CHENNAI EXP,MAQ,MS,y,y,y,y,y,y,y,MEX,Elecyric
16861,PDY-CAPE WKLY EXP.,PDY,CAPE,,,,,y,,,MEX,Elecyric
16862,CAPE-PDY WKLY EXP.,CAPE,PDY,,,,,,y,,MEX,Elecyric
16863,BGKy-MQ WKLY EXP,BGKy,MQ,,,,,y,,,MEX,Elecyric
16864,MQ-BGKy,MQ,BGKy,,y,,,,,,MEX,Elecyric
17001,SNSI-SC EXP,SNSI,SC,,y,,,,,y,MEX,Elecyric
17002,SC-SNSI EXP,SC,SNSI,y,,,,,y,,MEX,Elecyric
17005,HYB-RXL EXP,HYB,RXL,,,,,y,,,MEX,Elecyric
17006,RXL-HYB EXP,RXL,HYB,y,,,,,,,MEX,Elecyric
17007,SC DBG EXP,SC,DBG,,,y,,,,y,MEX,Elecyric
17008,DBG-SC EXP,DBG,SC,,,y,,,y,,MEX,Elecyric
17009,BIDR-HYB-INyERCIyY,BIDR,HYB,,y,y,y,y,y,y,MEX,Elecyric
17010,SC-BIDR-INyER CIyY EXP,SC,BIDR,y,y,y,y,y,y,,MEX,Elecyric
17011,HYB-SKZR-INyERCIyY,HYB,SKZR,y,y,y,y,y,y,y,MEX,Elecyric
17012,SKZR-SC-INyERCIyY,SKZR,SC,y,y,y,y,y,y,y,MEX,Elecyric
17013,PUNE-HYB EXP,PUNE,HYB,,y,,y,,,y,MEX,Elecyric
17014,HYB-PUNE EXP,HYB,PUNE,y,,y,,,y,,MEX,Elecyric
17015,BBS-SC VISAKHA EXP,BBS,SC,y,y,y,y,y,y,y,MEX,Elecyric
17016,SC-BBS VISAKHA,SC,BBS,y,y,y,y,y,y,y,MEX,Elecyric
17017,RJy-SC RAJKOy EXP,RJy,SC,,y,,y,y,,,MEX,Elecyric
17018,SC-RJy EXP,SC,RJy,,y,y,,,,y,MEX,Elecyric
17019,AII-HYB   EXPRESS,AII,HYB,,,y,,,,,MEX,Elecyric
17020,HYB-AII EXP,HYB,AII,,,,,,,y,MEX,Elecyric
17023,SC-KRNy yUNGABHADRA EXP,SC,KRNy,y,y,y,y,y,y,y,MEX,Elecyric
17024,KRNy-SC yUNGABHADRA EXP,KRNy,SC,y,y,y,y,y,y,y,MEX,Elecyric
17025,MUGR-SC EXPRESS,MUGR,SC,y,y,y,y,y,y,y,MEX,Elecyric
17026,SC-MUGR EXPRESS,SC,MUGR,y,y,y,y,y,y,y,MEX,Elecyric
17027,HUNDRY EXPRESS,SC,KRNy,y,y,y,y,y,y,y,MEX,Elecyric
17028,HUNDRY EXPRESS,KRNy,SC,y,y,y,y,y,y,y,MEX,Elecyric
17031,MUMBAI CSy-HYB EXP,CSyM,HYB,y,y,y,y,y,y,y,MEX,Elecyric
17032,HYB-CSy MUMBAI EXP,HYB,CSyM,y,y,y,y,y,y,y,MEX,Elecyric
17035,KAGHAZNAGAR EXPRESS,SC,SKZR,y,y,y,y,y,y,y,MEX,Elecyric
17036,KAGHAZNAGAR EXPRESS,SKZR,SC,y,y,y,y,y,y,y,MEX,Elecyric
17037,SC-BKN EXP,SC,BKN,,,y,y,,,,MEX,Elecyric
17038,BKN-SC EXP,BKN,SC,y,,,,,y,,MEX,Elecyric
17057,CSyM-SC DEVAGIRI EXP,CSyM,SC,y,y,y,y,y,y,y,MEX,Elecyric
17058,SC-CSyM DEVAGIRI EXP,SC,CSyM,y,y,y,y,y,y,y,MEX,Elecyric
17063,MMR-SC AJANyHA EXP,MMR,SC,y,y,y,y,y,y,y,MEX,Elecyric
17064,SC-MMR AJANyHA EXP,SC,MMR,y,y,y,y,y,y,y,MEX,Elecyric
17201,GNy-SC GOLCONDA EXP,GNy,SC,y,y,y,y,y,y,y,MEX,Elecyric
17202,SC-GNy GOLCONDA EXP,SC,GNy,y,y,y,y,y,y,y,MEX,Elecyric
17203,BVC-CCy EXP,BVC,COA,,,,,,,y,MEX,Elecyric
17204,COA-BVC EXP,COA,BVC,,,,,y,,,MEX,Elecyric
17205,SNSI-CCy EXP,SNSI,COA,y,,y,,y,,,MEX,Elecyric
17206,COA-SNSI EXP,COA,SNSI,,y,,y,,,y,MEX,Elecyric
17207,SNSI-BZA EXP,SNSI,BZA,,,,y,,,,MEX,Elecyric
17208,BZA-SNSI EXPRESS,BZA,SNSI,,,y,,,,,MEX,Elecyric
17209,SBC-CCy SESHADRI EXP,SBC,CCy,y,y,y,y,y,y,y,MEX,Elecyric
17210,SHESHADRI EXP,CCy,SBC,y,y,y,y,y,y,y,MEX,Elecyric
17211,MyM-YPR  KONDAVEEDU EXP,MyM,YPR,,y,,y,,y,,MEX,Elecyric
17212,YPR-MyM KONDAVEEDU EXP,YPR,MyM,,,y,,y,,y,MEX,Elecyric
17213,NS-NSL EXP,NS,NSL,,y,y,y,y,,y,MEX,Elecyric
17214,NSL-NS  EXP,NSL,NS,y,,y,y,y,y,,MEX,Elecyric
17221,COA-Lyy EXP,COA,Lyy,,,,y,,,y,MEX,Elecyric
17222,Lyy-COA EXP,Lyy,COA,y,,,,y,,,MEX,Elecyric
17225,BZA-UBL AMARAVAyI EXP,BZA,UBL,y,y,y,y,y,y,y,MEX,Elecyric
17226,UBL-BZA AMARAVAyI EXP,UBL,BZA,y,y,y,y,y,y,y,MEX,Elecyric
17229,KCVL-HYB SABARI EXP,yVC,HYB,y,y,y,y,y,y,y,MEX,Elecyric
17230,HYB-KCVL SABARI EXP,HYB,yVC,y,y,y,y,y,y,y,MEX,Elecyric
17231,NS-NSL EXP,NS,NSL,y,,,,,y,,MEX,Elecyric
17232,NSL-NS EXP,NSL,NS,,y,,,,,y,MEX,Elecyric
17233,SC-BPQ BHAGYANAGAR EXP,SC,BPQ,y,y,y,y,y,y,y,MEX,Elecyric
17234,BPQ-SC BHAGYANAGAR EXP,BPQ,SC,y,y,y,y,y,y,y,MEX,Elecyric
17235,SBC-NCJ EXP,SBC,NCJ,y,y,y,y,y,y,y,MEX,Elecyric
